Ticker,Quarter,Depreciation,EPS in Rs,Expenses +,Interest,Net Profit +,Other Income +,Profit before tax,Tax %
RAMCOCEM.NS,2023-12-01,180.0,3.58,1714.0,102.0,82.0,7.0,121.0,31.0
RAMCOCEM.NS,2024-03-01,154.0,5.46,2259.0,104.0,129.0,14.0,175.0,26.0
RAMCOCEM.NS,2024-06-01,168.0,1.57,1773.0,113.0,37.0,8.0,48.0,27.0
RAMCOCEM.NS,2024-09-01,170.0,1.09,1730.0,120.0,26.0,10.0,34.0,27.0
RAMCOCEM.NS,2024-12-01,175.0,7.72,1704.0,113.0,182.0,199.0,191.0,4.0
RAMCOCEM.NS,2025-03-01,183.0,1.16,2078.0,113.0,26.0,23.0,46.0,46.0
RAMCOCEM.NS,2025-06-01,184.0,3.6,1676.0,105.0,85.0,6.0,115.0,27.0
RATEGAIN.NS,2022-06-01,8.0,0.78,107.0,0.0,8.0,8.0,11.0,24.0
RATEGAIN.NS,2022-09-01,8.0,1.2,107.0,0.0,13.0,7.0,16.0,17.0
RATEGAIN.NS,2022-12-01,8.0,1.22,115.0,0.0,13.0,1.0,15.0,10.0
RATEGAIN.NS,2023-03-01,11.0,3.12,151.0,0.0,34.0,5.0,26.0,-31.0
RATEGAIN.NS,2023-06-01,11.0,2.3,177.0,0.0,25.0,6.0,32.0,22.0
RATEGAIN.NS,2023-09-01,10.0,2.77,188.0,0.0,30.0,4.0,39.0,24.0
RATEGAIN.NS,2023-12-01,10.0,3.43,201.0,0.0,40.0,11.0,52.0,22.0
RATEGAIN.NS,2024-03-01,10.0,4.24,202.0,0.0,50.0,21.0,65.0,24.0
RATEGAIN.NS,2024-06-01,9.0,3.85,210.0,0.0,45.0,18.0,58.0,22.0
RATEGAIN.NS,2024-09-01,9.0,4.43,217.0,0.0,52.0,17.0,68.0,24.0
RATEGAIN.NS,2024-12-01,8.0,4.79,217.0,0.0,57.0,20.0,73.0,23.0
RATEGAIN.NS,2025-03-01,8.0,4.64,200.0,0.0,55.0,20.0,72.0,24.0
RATEGAIN.NS,2025-06-01,9.0,3.97,223.0,0.0,47.0,21.0,61.0,23.0
RATNAMANI.NS,2022-06-01,19.0,12.39,846.0,5.0,87.0,9.0,116.0,25.0
RATNAMANI.NS,2022-09-01,19.0,14.09,755.0,5.0,99.0,10.0,132.0,25.0
RATNAMANI.NS,2022-12-01,20.0,19.02,900.0,8.0,134.0,7.0,178.0,25.0
RATNAMANI.NS,2023-03-01,25.0,27.33,1199.0,14.0,193.0,7.0,268.0,28.0
RATNAMANI.NS,2023-06-01,24.0,19.1,969.0,10.0,135.0,9.0,181.0,25.0
RATNAMANI.NS,2023-09-01,24.0,23.38,886.0,11.0,164.0,11.0,221.0,26.0
RATNAMANI.NS,2023-12-01,25.0,18.96,1057.0,13.0,133.0,15.0,178.0,25.0
RATNAMANI.NS,2024-03-01,25.0,27.42,1250.0,12.0,193.0,39.0,248.0,22.0
RATNAMANI.NS,2024-06-01,26.0,15.0,1020.0,10.0,106.0,12.0,140.0,25.0
RATNAMANI.NS,2024-09-01,26.0,14.32,818.0,14.0,99.0,20.0,134.0,26.0
RATNAMANI.NS,2024-12-01,27.0,18.73,1112.0,7.0,133.0,19.0,188.0,29.0
RATNAMANI.NS,2025-03-01,29.0,29.55,1413.0,7.0,203.0,9.0,276.0,26.0
RATNAMANI.NS,2025-06-01,32.0,18.81,963.0,11.0,127.0,30.0,176.0,28.0
RECLTD.NS,2022-06-01,6.0,9.32,1175.0,5376.0,2454.0,9.0,2950.0,17.0
RECLTD.NS,2022-09-01,6.0,10.38,794.0,5728.0,2732.0,8.0,3436.0,20.0
RECLTD.NS,2022-12-01,6.0,11.07,45.0,6134.0,2915.0,14.0,3610.0,19.0
RECLTD.NS,2023-03-01,6.0,11.64,-149.0,6496.0,3065.0,12.0,3901.0,21.0
RECLTD.NS,2023-06-01,6.0,11.27,332.0,7049.0,2968.0,4.0,3721.0,20.0
RECLTD.NS,2023-09-01,6.0,14.39,-492.0,7350.0,3790.0,13.0,4838.0,22.0
RECLTD.NS,2023-12-01,6.0,12.56,240.0,7654.0,3308.0,20.0,4172.0,21.0
RECLTD.NS,2024-03-01,6.0,15.49,-425.0,7896.0,4079.0,29.0,5229.0,22.0
RECLTD.NS,2024-06-01,6.0,13.14,717.0,8020.0,3460.0,14.0,4349.0,20.0
RECLTD.NS,2024-09-01,6.0,15.33,97.0,8506.0,4038.0,24.0,5097.0,21.0
RECLTD.NS,2024-12-01,6.0,15.48,263.0,8837.0,4076.0,15.0,5181.0,21.0
RECLTD.NS,2025-03-01,6.0,16.37,1102.0,8768.0,4310.0,15.0,5490.0,21.0
RECLTD.NS,2025-06-01,7.0,16.96,217.0,8934.0,4466.0,87.0,5666.0,21.0
RELIANCE.NS,2022-06-01,8942.0,13.27,181157.0,3997.0,19443.0,2275.0,27034.0,28.0
RELIANCE.NS,2022-09-01,9726.0,10.09,198438.0,4554.0,15512.0,3656.0,20347.0,24.0
RELIANCE.NS,2022-12-01,10183.0,11.67,181728.0,5201.0,17806.0,3377.0,23002.0,23.0
RELIANCE.NS,2023-03-01,11452.0,14.26,174478.0,5819.0,21327.0,2996.0,24081.0,11.0
RELIANCE.NS,2023-06-01,11775.0,11.83,169466.0,5837.0,18258.0,3813.0,24294.0,25.0
RELIANCE.NS,2023-09-01,12585.0,12.85,190918.0,5731.0,19878.0,3841.0,26493.0,25.0
RELIANCE.NS,2023-12-01,12903.0,12.76,184430.0,5789.0,19641.0,3869.0,25833.0,25.0
RELIANCE.NS,2024-03-01,13569.0,14.01,194017.0,5761.0,21243.0,4534.0,27720.0,24.0
RELIANCE.NS,2024-06-01,13596.0,11.19,193019.0,5918.0,17445.0,3983.0,23234.0,25.0
RELIANCE.NS,2024-09-01,12880.0,12.24,192477.0,6017.0,19323.0,4876.0,25037.0,24.0
RELIANCE.NS,2024-12-01,13181.0,13.7,196197.0,6179.0,21930.0,4214.0,28643.0,24.0
RELIANCE.NS,2025-03-01,13479.0,14.34,217556.0,6155.0,22611.0,4905.0,29103.0,23.0
RELIANCE.NS,2025-06-01,13842.0,19.95,200727.0,7036.0,30783.0,15119.0,37146.0,17.0
ROUTE.NS,2022-06-01,20.0,11.01,644.0,4.0,71.0,15.0,76.0,6.0
ROUTE.NS,2022-09-01,19.0,11.84,743.0,4.0,73.0,2.0,82.0,12.0
ROUTE.NS,2022-12-01,22.0,13.23,861.0,7.0,85.0,8.0,103.0,17.0
ROUTE.NS,2023-03-01,21.0,16.27,877.0,5.0,104.0,15.0,120.0,14.0
ROUTE.NS,2023-06-01,21.0,14.8,840.0,7.0,92.0,11.0,110.0,17.0
ROUTE.NS,2023-09-01,21.0,14.18,886.0,7.0,88.0,4.0,104.0,15.0
ROUTE.NS,2023-12-01,22.0,16.89,899.0,6.0,114.0,35.0,132.0,14.0
ROUTE.NS,2024-03-01,22.0,14.03,892.0,8.0,95.0,13.0,109.0,13.0
ROUTE.NS,2024-06-01,22.0,12.51,980.0,9.0,81.0,11.0,103.0,21.0
ROUTE.NS,2024-09-01,22.0,16.08,978.0,14.0,107.0,39.0,137.0,22.0
ROUTE.NS,2024-12-01,22.0,13.09,1054.0,9.0,85.0,9.0,107.0,20.0
ROUTE.NS,2025-03-01,22.0,8.98,1053.0,8.0,60.0,-13.0,79.0,24.0
ROUTE.NS,2025-06-01,22.0,8.45,957.0,6.0,59.0,11.0,77.0,23.0
RTNPOWER.NS,2022-06-01,102.0,-0.72,624.0,586.0,-389.0,79.0,-389.0,0.0
RTNPOWER.NS,2022-09-01,103.0,-0.96,514.0,618.0,-518.0,79.0,-518.0,0.0
RTNPOWER.NS,2022-12-01,103.0,-0.89,652.0,656.0,-480.0,82.0,-480.0,0.0
RTNPOWER.NS,2023-03-01,97.0,-0.9,704.0,651.0,-483.0,88.0,-463.0,4.0
RTNPOWER.NS,2023-06-01,102.0,-1.02,691.0,678.0,-549.0,89.0,-535.0,3.0
RTNPOWER.NS,2023-09-01,105.0,-1.18,685.0,726.0,-633.0,88.0,-632.0,0.0
RTNPOWER.NS,2023-12-01,106.0,-1.09,635.0,719.0,-587.0,82.0,-572.0,3.0
RTNPOWER.NS,2024-03-01,69.0,19.86,708.0,239.0,10666.0,10717.0,10615.0,-0.0
RTNPOWER.NS,2024-06-01,59.0,0.17,743.0,121.0,93.0,85.0,93.0,0.0
RTNPOWER.NS,2024-09-01,60.0,-0.0,588.0,124.0,-1.0,89.0,-1.0,0.0
RTNPOWER.NS,2024-12-01,61.0,0.01,643.0,116.0,4.0,91.0,4.0,0.0
RTNPOWER.NS,2025-03-01,60.0,0.23,724.0,118.0,126.0,92.0,126.0,0.0
RTNPOWER.NS,2025-06-01,61.0,-0.02,725.0,148.0,-13.0,99.0,-13.0,0.0
RVNL.NS,2022-06-01,6.0,1.43,4360.0,157.0,298.0,256.0,373.0,20.0
RVNL.NS,2022-09-01,5.0,1.83,4593.0,131.0,381.0,301.0,481.0,21.0
RVNL.NS,2022-12-01,6.0,1.83,4736.0,147.0,382.0,325.0,448.0,15.0
RVNL.NS,2023-03-01,6.0,1.72,5345.0,146.0,359.0,274.0,496.0,28.0
RVNL.NS,2023-06-01,6.0,1.64,5222.0,146.0,343.0,289.0,487.0,30.0
RVNL.NS,2023-09-01,6.0,1.89,4616.0,133.0,394.0,320.0,480.0,18.0
RVNL.NS,2023-12-01,5.0,1.72,4440.0,139.0,359.0,358.0,463.0,22.0
RVNL.NS,2024-03-01,4.0,2.3,6258.0,150.0,478.0,323.0,625.0,23.0
RVNL.NS,2024-06-01,7.0,1.07,3892.0,137.0,224.0,264.0,302.0,26.0
RVNL.NS,2024-09-01,7.0,1.38,4599.0,141.0,287.0,281.0,389.0,26.0
RVNL.NS,2024-12-01,7.0,1.49,4328.0,145.0,312.0,326.0,413.0,25.0
RVNL.NS,2025-03-01,9.0,2.2,5994.0,117.0,459.0,239.0,546.0,16.0
RVNL.NS,2025-06-01,9.0,0.65,3856.0,108.0,134.0,238.0,173.0,23.0
SAIL.NS,2022-06-01,1194.0,1.95,21727.0,374.0,804.0,314.0,1047.0,23.0
SAIL.NS,2022-09-01,1183.0,-0.8,25511.0,506.0,-329.0,512.0,-443.0,-26.0
SAIL.NS,2022-12-01,1221.0,1.31,22964.0,640.0,542.0,509.0,726.0,25.0
SAIL.NS,2023-03-01,1365.0,2.81,26206.0,517.0,1159.0,519.0,1562.0,26.0
SAIL.NS,2023-06-01,1275.0,0.51,22710.0,613.0,212.0,527.0,288.0,26.0
SAIL.NS,2023-09-01,1327.0,3.16,25837.0,605.0,1306.0,-174.0,1770.0,26.0
SAIL.NS,2023-12-01,1321.0,1.02,21206.0,614.0,423.0,355.0,563.0,25.0
SAIL.NS,2024-03-01,1356.0,2.73,24476.0,642.0,1126.0,-43.0,1441.0,22.0
SAIL.NS,2024-06-01,1402.0,0.2,21778.0,691.0,82.0,-28.0,98.0,17.0
SAIL.NS,2024-09-01,1304.0,2.17,21762.0,758.0,897.0,322.0,1173.0,24.0
SAIL.NS,2024-12-01,1421.0,0.34,22460.0,680.0,142.0,393.0,323.0,56.0
SAIL.NS,2025-03-01,1524.0,3.03,25832.0,664.0,1251.0,362.0,1657.0,25.0
SAIL.NS,2025-06-01,1441.0,1.8,23153.0,595.0,745.0,235.0,968.0,23.0
SANSERA.NS,2022-06-01,31.0,6.48,441.0,14.0,35.0,1.0,48.0,27.0
SANSERA.NS,2022-09-01,32.0,8.68,528.0,14.0,47.0,2.0,63.0,25.0
SANSERA.NS,2022-12-01,33.0,5.87,471.0,16.0,31.0,4.0,44.0,29.0
SANSERA.NS,2023-03-01,35.0,6.64,522.0,17.0,35.0,4.0,49.0,27.0
SANSERA.NS,2023-06-01,35.0,8.39,546.0,19.0,45.0,0.0,61.0,26.0
SANSERA.NS,2023-09-01,37.0,8.81,575.0,18.0,48.0,1.0,64.0,25.0
SANSERA.NS,2023-12-01,38.0,8.96,592.0,18.0,48.0,1.0,67.0,27.0
SANSERA.NS,2024-03-01,40.0,8.59,619.0,23.0,46.0,0.0,65.0,29.0
SANSERA.NS,2024-06-01,40.0,9.18,616.0,19.0,50.0,0.0,69.0,27.0
SANSERA.NS,2024-09-01,43.0,9.38,631.0,23.0,52.0,4.0,71.0,27.0
SANSERA.NS,2024-12-01,44.0,8.99,601.0,18.0,56.0,7.0,71.0,22.0
SANSERA.NS,2025-03-01,47.0,9.57,655.0,10.0,59.0,10.0,81.0,27.0
SANSERA.NS,2025-06-01,48.0,10.05,635.0,10.0,63.0,12.0,85.0,26.0
SAPPHIRE.NS,2022-06-01,60.94,1.2,435.88,19.72,38.15,5.9,35.63,-7.04
SAPPHIRE.NS,2022-09-01,62.82,0.85,459.58,20.57,26.87,7.14,26.94,0.26
SAPPHIRE.NS,2022-12-01,68.06,1.03,479.45,21.71,32.69,6.67,33.58,2.62
SAPPHIRE.NS,2023-03-01,72.35,4.27,462.26,24.9,135.48,11.39,12.29,-1002.44
SAPPHIRE.NS,2023-06-01,72.73,0.78,532.93,22.6,24.87,7.5,33.62,26.03
SAPPHIRE.NS,2023-09-01,76.77,0.48,527.51,24.47,15.22,7.51,21.4,28.93
SAPPHIRE.NS,2023-12-01,87.39,0.32,543.81,26.33,9.83,6.02,14.05,29.96
SAPPHIRE.NS,2024-03-01,87.01,0.08,528.75,27.52,2.04,12.42,0.84,-142.86
SAPPHIRE.NS,2024-06-01,90.37,0.27,594.1,27.25,8.19,5.26,11.83,30.85
SAPPHIRE.NS,2024-09-01,88.08,-0.1,583.68,27.11,-6.24,-2.95,-6.12,1.8
SAPPHIRE.NS,2024-12-01,100.5,0.37,622.2,27.52,12.73,10.5,16.82,24.32
SAPPHIRE.NS,2025-03-01,84.97,0.06,605.12,29.75,2.02,9.1,0.6,-236.67
SAPPHIRE.NS,2025-06-01,91.95,-0.06,663.97,29.53,-1.74,6.78,-1.84,-5.98
SAREGAMA.NS,2022-06-01,4.0,2.17,114.0,1.0,42.0,10.0,56.0,26.0
SAREGAMA.NS,2022-09-01,4.0,2.41,128.0,1.0,47.0,11.0,63.0,25.0
SAREGAMA.NS,2022-12-01,6.0,2.76,119.0,1.0,53.0,15.0,71.0,26.0
SAREGAMA.NS,2023-03-01,6.0,2.27,154.0,2.0,44.0,17.0,58.0,25.0
SAREGAMA.NS,2023-06-01,7.0,2.25,113.0,1.0,43.0,18.0,59.0,27.0
SAREGAMA.NS,2023-09-01,8.0,2.49,111.0,0.0,48.0,13.0,66.0,27.0
SAREGAMA.NS,2023-12-01,9.0,2.71,139.0,1.0,52.0,15.0,70.0,25.0
SAREGAMA.NS,2024-03-01,12.0,2.79,193.0,0.0,54.0,18.0,76.0,29.0
SAREGAMA.NS,2024-06-01,13.0,1.91,154.0,0.0,37.0,12.0,51.0,27.0
SAREGAMA.NS,2024-09-01,14.0,2.33,181.0,0.0,45.0,13.0,59.0,24.0
SAREGAMA.NS,2024-12-01,15.0,3.23,399.0,0.0,62.0,16.0,84.0,26.0
SAREGAMA.NS,2025-03-01,17.0,3.12,160.0,5.0,60.0,23.0,82.0,27.0
SAREGAMA.NS,2025-06-01,17.0,1.9,151.0,1.0,37.0,14.0,51.0,28.0
SHREECEM.NS,2022-06-01,350.0,77.47,3614.0,55.0,279.0,-20.0,376.0,26.0
SHREECEM.NS,2022-09-01,396.0,50.82,3495.0,66.0,183.0,159.0,240.0,24.0
SHREECEM.NS,2022-12-01,443.0,78.18,3573.0,70.0,282.0,174.0,388.0,27.0
SHREECEM.NS,2023-03-01,473.0,145.72,4211.0,71.0,525.0,146.0,491.0,-7.0
SHREECEM.NS,2023-06-01,339.0,158.62,4091.0,74.0,572.0,169.0,700.0,18.0
SHREECEM.NS,2023-09-01,412.0,123.79,3888.0,67.0,447.0,132.0,539.0,17.0
SHREECEM.NS,2023-12-01,444.0,194.53,3930.0,55.0,702.0,147.0,913.0,23.0
SHREECEM.NS,2024-03-01,702.0,187.05,3979.0,62.0,676.0,150.0,807.0,16.0
SHREECEM.NS,2024-06-01,704.0,77.22,4197.0,56.0,278.0,139.0,306.0,9.0
SHREECEM.NS,2024-09-01,716.0,21.19,3441.0,56.0,77.0,181.0,23.0,-229.0
SHREECEM.NS,2024-12-01,799.0,53.6,3608.0,52.0,194.0,111.0,225.0,14.0
SHREECEM.NS,2025-03-01,788.0,159.18,4103.0,41.0,575.0,158.0,758.0,24.0
SHREECEM.NS,2025-06-01,654.0,178.12,3948.0,46.0,644.0,235.0,868.0,26.0
SIEMENS.NS,2022-06-01,79.0,8.44,3846.0,4.0,301.0,77.0,406.0,26.0
SIEMENS.NS,2022-09-01,80.0,18.32,4141.0,13.0,652.0,373.0,796.0,18.0
SIEMENS.NS,2022-12-01,76.0,12.99,3416.0,4.0,463.0,102.0,621.0,26.0
SIEMENS.NS,2023-03-01,78.0,13.24,4237.0,10.0,472.0,117.0,649.0,27.0
SIEMENS.NS,2023-06-01,88.0,12.79,4307.0,4.0,456.0,132.0,607.0,25.0
SIEMENS.NS,2023-09-01,79.0,16.04,5108.0,5.0,572.0,146.0,762.0,25.0
SIEMENS.NS,2023-12-01,60.0,14.19,3256.0,3.0,506.0,256.0,646.0,22.0
SIEMENS.NS,2024-03-01,63.0,22.54,3516.0,21.0,803.0,479.0,1032.0,22.0
SIEMENS.NS,2024-06-01,70.0,16.22,3277.0,5.0,578.0,298.0,709.0,18.0
SIEMENS.NS,2024-09-01,62.0,23.33,3912.0,18.0,831.0,544.0,1009.0,18.0
SIEMENS.NS,2024-12-01,69.0,17.25,3186.0,3.0,615.0,415.0,743.0,17.0
SIEMENS.NS,2025-03-01,69.0,16.34,3792.0,2.0,582.0,326.0,723.0,19.0
SIEMENS.NS,2025-06-01,71.0,11.88,3825.0,5.0,423.0,124.0,570.0,26.0
SJVN.NS,2022-06-01,100.0,1.55,176.0,144.0,609.0,108.0,691.0,12.0
SJVN.NS,2022-09-01,105.0,1.13,166.0,117.0,445.0,86.0,577.0,23.0
SJVN.NS,2022-12-01,105.0,0.73,171.0,105.0,287.0,177.0,347.0,17.0
SJVN.NS,2023-03-01,86.0,0.04,326.0,49.0,17.0,68.0,112.0,85.0
SJVN.NS,2023-06-01,101.0,0.69,192.0,90.0,272.0,71.0,363.0,25.0
SJVN.NS,2023-09-01,102.0,1.12,172.0,124.0,440.0,89.0,569.0,23.0
SJVN.NS,2023-12-01,112.0,0.35,175.0,122.0,139.0,49.0,183.0,24.0
SJVN.NS,2024-03-01,242.0,0.16,256.0,121.0,61.0,195.0,58.0,-5.0
SJVN.NS,2024-06-01,131.0,0.91,224.0,143.0,357.0,89.0,462.0,23.0
SJVN.NS,2024-09-01,133.0,1.12,198.0,198.0,440.0,92.0,590.0,25.0
SJVN.NS,2024-12-01,137.0,0.38,207.0,229.0,149.0,91.0,189.0,21.0
SJVN.NS,2025-03-01,275.0,-0.32,264.0,159.0,-128.0,52.0,-142.0,-10.0
SJVN.NS,2025-06-01,160.0,0.58,211.0,216.0,228.0,54.0,385.0,41.0
SKFINDIA.NS,2022-06-01,16.0,26.12,871.0,0.0,129.0,9.0,176.0,27.0
SKFINDIA.NS,2022-09-01,17.0,31.52,864.0,0.0,156.0,10.0,207.0,25.0
SKFINDIA.NS,2022-12-01,17.0,23.6,893.0,0.0,117.0,13.0,180.0,35.0
SKFINDIA.NS,2023-03-01,17.0,24.87,928.0,0.0,123.0,20.0,170.0,28.0
SKFINDIA.NS,2023-06-01,18.0,31.24,947.0,0.0,154.0,23.0,207.0,26.0
SKFINDIA.NS,2023-09-01,19.0,18.2,1001.0,0.0,90.0,18.0,122.0,26.0
SKFINDIA.NS,2023-12-01,19.0,26.73,920.0,0.0,132.0,24.0,177.0,25.0
SKFINDIA.NS,2024-03-01,19.0,35.44,990.0,0.0,175.0,35.0,230.0,24.0
SKFINDIA.NS,2024-06-01,20.0,32.15,1013.0,0.0,159.0,40.0,214.0,26.0
SKFINDIA.NS,2024-09-01,20.0,19.05,1121.0,0.0,94.0,23.0,127.0,26.0
SKFINDIA.NS,2024-12-01,21.0,22.15,1135.0,0.0,110.0,48.0,147.0,26.0
SKFINDIA.NS,2025-03-01,22.0,41.12,929.0,0.0,203.0,13.0,276.0,26.0
SKFINDIA.NS,2025-06-01,23.0,23.91,1116.0,0.0,118.0,15.0,160.0,26.0
SOBHA.NS,2022-06-01,15.0,0.43,492.0,61.0,5.0,12.0,8.0,46.0
SOBHA.NS,2022-09-01,18.0,1.79,575.0,63.0,19.0,21.0,34.0,44.0
SOBHA.NS,2022-12-01,17.0,2.97,779.0,66.0,32.0,30.0,35.0,9.0
SOBHA.NS,2023-03-01,18.0,4.54,1094.0,61.0,49.0,30.0,67.0,27.0
SOBHA.NS,2023-06-01,18.0,1.13,843.0,61.0,12.0,31.0,17.0,30.0
SOBHA.NS,2023-09-01,19.0,1.4,666.0,64.0,15.0,32.0,25.0,39.0
SOBHA.NS,2023-12-01,20.0,1.41,611.0,61.0,15.0,29.0,21.0,29.0
SOBHA.NS,2024-03-01,21.0,0.66,701.0,59.0,7.0,28.0,11.0,36.0
SOBHA.NS,2024-06-01,20.0,0.57,584.0,54.0,6.0,29.0,11.0,45.0
SOBHA.NS,2024-09-01,23.0,2.44,856.0,49.0,26.0,32.0,36.0,28.0
SOBHA.NS,2024-12-01,23.0,2.03,1157.0,47.0,22.0,33.0,29.0,26.0
SOBHA.NS,2025-03-01,23.0,3.82,1147.0,45.0,41.0,30.0,56.0,27.0
SOBHA.NS,2025-06-01,24.0,1.27,828.0,31.0,14.0,49.0,19.0,27.0
SOLARINDS.NS,2022-06-01,31.0,18.81,1333.0,14.0,183.0,9.0,247.0,26.0
SOLARINDS.NS,2022-09-01,30.0,19.49,1268.0,19.0,189.0,4.0,254.0,26.0
SOLARINDS.NS,2022-12-01,32.0,22.61,1462.0,25.0,219.0,7.0,299.0,27.0
SOLARINDS.NS,2023-03-01,35.0,22.78,1571.0,31.0,221.0,11.0,302.0,27.0
SOLARINDS.NS,2023-06-01,34.0,21.82,1359.0,25.0,202.0,8.0,272.0,26.0
SOLARINDS.NS,2023-09-01,34.0,22.12,1012.0,25.0,209.0,8.0,285.0,27.0
SOLARINDS.NS,2023-12-01,39.0,22.47,1074.0,28.0,222.0,11.0,299.0,26.0
SOLARINDS.NS,2024-03-01,37.0,25.98,1257.0,32.0,243.0,20.0,305.0,21.0
SOLARINDS.NS,2024-06-01,40.0,31.66,1235.0,27.0,301.0,26.0,408.0,26.0
SOLARINDS.NS,2024-09-01,44.0,31.59,1271.0,30.0,304.0,36.0,407.0,25.0
SOLARINDS.NS,2024-12-01,47.0,34.8,1447.0,31.0,338.0,10.0,459.0,26.0
SOLARINDS.NS,2025-03-01,50.0,35.61,1629.0,29.0,346.0,7.0,464.0,25.0
SOLARINDS.NS,2025-06-01,56.0,37.43,1620.0,27.0,353.0,29.0,481.0,27.0
SONACOMS.NS,2022-06-01,40.0,1.3,447.0,3.0,76.0,6.0,101.0,25.0
SONACOMS.NS,2022-09-01,43.0,1.58,492.0,4.0,93.0,7.0,121.0,24.0
SONACOMS.NS,2022-12-01,47.0,1.83,499.0,5.0,107.0,13.0,137.0,22.0
SONACOMS.NS,2023-03-01,48.0,2.05,543.0,5.0,120.0,3.0,150.0,20.0
SONACOMS.NS,2023-06-01,51.0,1.91,529.0,5.0,112.0,3.0,150.0,25.0
SONACOMS.NS,2023-09-01,53.0,2.12,567.0,6.0,124.0,4.0,164.0,24.0
SONACOMS.NS,2023-12-01,56.0,2.26,549.0,7.0,134.0,-0.0,169.0,21.0
SONACOMS.NS,2024-03-01,60.0,2.54,637.0,7.0,148.0,9.0,189.0,21.0
SONACOMS.NS,2024-06-01,61.0,2.42,642.0,9.0,142.0,9.0,189.0,25.0
SONACOMS.NS,2024-09-01,63.0,2.32,670.0,11.0,144.0,13.0,192.0,25.0
SONACOMS.NS,2024-12-01,67.0,2.43,634.0,6.0,151.0,41.0,203.0,26.0
SONACOMS.NS,2025-03-01,65.0,2.64,633.0,5.0,164.0,53.0,215.0,24.0
SONACOMS.NS,2025-06-01,67.0,2.01,648.0,5.0,122.0,32.0,165.0,26.0
SONATSOFTW.NS,2022-06-01,13.0,3.84,1637.0,4.0,108.0,18.0,143.0,25.0
SONATSOFTW.NS,2022-09-01,14.0,4.02,1341.0,4.0,113.0,11.0,148.0,24.0
SONATSOFTW.NS,2022-12-01,14.0,4.2,2105.0,4.0,118.0,17.0,155.0,24.0
SONATSOFTW.NS,2023-03-01,19.0,4.06,1762.0,7.0,114.0,25.0,150.0,24.0
SONATSOFTW.NS,2023-06-01,31.0,4.28,1837.0,21.0,120.0,28.0,154.0,22.0
SONATSOFTW.NS,2023-09-01,33.0,4.43,1715.0,21.0,124.0,23.0,167.0,25.0
SONATSOFTW.NS,2023-12-01,34.0,-1.65,2286.0,22.0,-46.0,-155.0,-3.0,1389.0
SONATSOFTW.NS,2024-03-01,34.0,3.94,2047.0,22.0,110.0,55.0,144.0,23.0
SONATSOFTW.NS,2024-06-01,33.0,3.77,2351.0,20.0,106.0,19.0,142.0,25.0
SONATSOFTW.NS,2024-09-01,33.0,3.8,1993.0,19.0,106.0,19.0,144.0,26.0
SONATSOFTW.NS,2024-12-01,32.0,3.74,2679.0,16.0,105.0,21.0,137.0,23.0
SONATSOFTW.NS,2025-03-01,23.0,3.83,2445.0,10.0,108.0,11.0,151.0,29.0
SONATSOFTW.NS,2025-06-01,26.0,3.9,2806.0,5.0,109.0,24.0,153.0,28.0
SRF.NS,2022-06-01,131.0,20.51,2900.0,32.0,608.0,10.0,842.0,28.0
SRF.NS,2022-09-01,139.0,16.23,2959.0,44.0,481.0,33.0,618.0,22.0
SRF.NS,2022-12-01,151.0,17.24,2636.0,62.0,511.0,10.0,631.0,19.0
SRF.NS,2023-03-01,155.0,18.97,2846.0,66.0,562.0,22.0,733.0,23.0
SRF.NS,2023-06-01,157.0,12.12,2642.0,66.0,359.0,12.0,486.0,26.0
SRF.NS,2023-09-01,161.0,10.15,2551.0,79.0,301.0,29.0,415.0,27.0
SRF.NS,2023-12-01,169.0,8.55,2487.0,67.0,253.0,19.0,348.0,27.0
SRF.NS,2024-03-01,186.0,14.24,2874.0,90.0,422.0,23.0,443.0,5.0
SRF.NS,2024-06-01,188.0,8.51,2861.0,97.0,252.0,25.0,344.0,27.0
SRF.NS,2024-09-01,194.0,6.79,2886.0,94.0,201.0,33.0,284.0,29.0
SRF.NS,2024-12-01,194.0,9.14,2872.0,96.0,271.0,40.0,369.0,26.0
SRF.NS,2025-03-01,195.0,17.75,3356.0,89.0,526.0,34.0,707.0,26.0
SRF.NS,2025-06-01,203.0,14.58,2989.0,80.0,432.0,29.0,576.0,25.0
STAR.NS,2022-06-01,60.0,-15.13,936.0,55.0,-135.0,-52.0,-163.0,-17.0
STAR.NS,2022-09-01,62.0,2.53,844.0,68.0,19.0,57.0,-20.0,-197.0
STAR.NS,2022-12-01,60.0,-8.86,892.0,58.0,-82.0,68.0,-78.0,5.0
STAR.NS,2023-03-01,61.0,-1.06,871.0,81.0,-14.0,20.0,-7.0,106.0
STAR.NS,2023-06-01,60.0,-0.79,796.0,76.0,-9.0,3.0,0.0,3025.0
STAR.NS,2023-09-01,60.0,-14.54,889.0,79.0,-149.0,-129.0,-157.0,-5.0
STAR.NS,2023-12-01,49.0,5.4,876.0,70.0,54.0,60.0,70.0,23.0
STAR.NS,2024-03-01,48.0,1.98,874.0,71.0,10.0,-27.0,23.0,55.0
STAR.NS,2024-06-01,47.0,364.69,866.0,73.0,3350.0,3299.0,3369.0,1.0
STAR.NS,2024-09-01,48.0,7.81,983.0,74.0,72.0,25.0,86.0,16.0
STAR.NS,2024-12-01,48.0,9.54,943.0,52.0,90.0,4.0,114.0,21.0
